id_proposta,id_cliente,codigo_fipe,score_credito,renda_mensal,percentual_entrada
200633,67799,077006-0,568,24822.19,0.13
200634,23116,005523-9,817,15545.76,0.3
200635,35470,001576-8,837,10110.04,0.36
200636,52344,029016-5,676,13210.89,0.52
200637,52918,084003-3,544,23669.87,0.43
200638,62224,001483-4,969,7434.06,0.52
200639,49298,003362-6,935,21181.53,0.47
200640,90219,085002-0,529,14529.3,0.32
200641,71629,005045-8,822,9276.03,0.15
200642,76040,025175-5,572,23484.22,0.63
200643,38016,023062-6,841,13113.56,0.3
200644,33960,011117-1,760,27938.79,0.45
200645,43591,009253-3,382,17360.82,0.68
200646,92848,031042-5,586,4861.24,0.46
200647,77641,003289-1,498,23121.47,0.13
200648,46395,071048-2,536,28863.46,0.58
200649,32700,001392-7,367,22523.9,0.16
200650,44620,008124-8,371,3536.08,0.38
200651,30559,071049-0,823,21842.28,0.16
200652,71642,005275-2,699,29675.45,0.4
200653,86539,027047-4,615,29062.13,0.44
200654,31732,003208-5,948,20945.68,0.41
200655,40354,008124-8,551,14288.73,0.49
200656,23843,001432-0,991,11309.57,0.46
200657,81726,025098-8,473,25853.57,0.28
200658,27640,001085-5,620,23217.44,0.15
200659,62528,005302-3,661,15050.0,0.35
200660,48413,015021-5,835,13719.41,0.39
200661,62638,035062-1,326,7583.29,0.23
200662,62736,023194-0,848,7433.82,0.34
200663,78866,009205-3,710,15507.6,0.69
200664,29087,001283-1,619,25420.98,0.14
200665,51430,005272-8,461,8181.47,0.13
200666,34504,015211-0,525,12810.7,0.46
200667,17114,024031-1,832,22773.36,0.46
200668,88859,005295-7,316,16631.69,0.64
200669,20975,003144-5,804,4251.35,0.39
200670,21023,014099-6,898,6493.68,0.52
200671,31447,024238-1,635,16256.27,0.68
200672,33959,003460-6,727,25849.31,0.28
200673,76203,024262-4,311,11146.17,0.37
200674,39703,033074-4,521,14502.73,0.6
200675,19337,067003-0,835,27227.52,0.39
200676,56427,028022-4,661,7200.42,0.52
200677,71529,015133-5,321,18282.05,0.13
200678,94665,009291-6,508,10563.04,0.21
200679,41921,004253-6,751,24752.57,0.5
200680,43307,004350-8,780,26123.44,0.22
200681,37355,029067-0,900,28275.07,0.29
200682,14835,008057-8,867,6493.02,0.1
200683,30159,015009-6,698,27007.73,0.61
200684,57605,023039-1,660,3930.92,0.44
200685,48088,029054-8,638,13678.89,0.13
200686,88752,005534-4,969,4918.71,0.51
200687,65284,005286-8,628,4362.33,0.64
200688,67043,005135-7,716,12561.22,0.2
200689,45547,002179-2,782,13411.57,0.21
200690,92844,041002-0,347,9009.72,0.52
200691,37532,002003-6,755,14949.12,0.54
200692,44349,004093-2,407,15260.6,0.19
200693,55445,001223-8,913,19718.51,0.52
200694,15713,003264-6,724,3342.13,0.23
200695,66178,004349-4,827,23070.52,0.44
200696,59407,021480-9,606,5661.45,0.1
200697,80340,004007-0,434,11455.67,0.21
200698,60990,011121-0,986,16519.77,0.57
200699,85672,084004-1,676,16846.02,0.23
200700,75545,015074-6,720,9485.14,0.12
200701,94791,029064-5,474,16686.54,0.68
200702,68141,021540-6,681,6507.32,0.52
200703,33793,001199-1,346,12587.34,0.3
200704,66570,003256-5,855,9320.46,0.47
200705,47892,029004-1,775,14986.95,0.57
200706,11015,025179-8,431,14371.51,0.37
200707,71813,003486-0,663,22037.49,0.14
200708,37712,035162-8,935,22107.66,0.41
200709,18415,002030-3,444,21141.28,0.16
200710,72292,011191-0,653,4678.93,0.36
200711,33833,003445-2,309,23539.57,0.29
200712,14158,035074-5,713,11415.25,0.28
200713,72680,008134-5,904,9687.18,0.58
200714,30309,025125-9,478,14503.37,0.17
200715,16970,027062-8,415,3021.5,0.23
200716,82474,035148-2,881,17409.24,0.19
200717,96704,004065-7,959,5677.83,0.49
200718,56540,009052-2,578,9186.88,0.11
200719,30384,015091-6,614,22717.1,0.11
200720,28017,011060-4,367,14968.71,0.46
200721,85880,008132-9,438,20928.86,0.37
200722,18702,091014-7,639,8678.71,0.11
200723,10384,009031-0,923,5104.87,0.55
200724,10404,022025-6,493,12719.12,0.3
200725,50943,013013-3,787,20275.44,0.69
200726,57926,004175-0,319,4845.45,0.47
200727,39189,073026-2,466,11045.3,0.16
200728,22763,029013-0,766,24194.41,0.4
200729,28384,023001-4,312,25814.74,0.56
200730,70100,024099-0,811,8745.33,0.48
200731,19860,015019-3,560,20732.03,0.7
200732,90642,008305-4,973,29838.63,0.22
200733,60612,018052-1,465,5928.79,0.49
200734,33574,029138-2,539,15582.8,0.4
200735,33524,007002-5,607,6341.75,0.1
200736,79172,016084-9,615,12225.38,0.66
200737,20916,074002-0,391,17497.53,0.3
200738,14809,001321-8,500,19064.79,0.33
200739,42201,003060-0,686,7738.61,0.27
200740,63330,031044-1,450,27277.41,0.16
200741,23456,021261-0,805,18404.02,0.13
200742,66397,028039-9,860,28550.42,0.19
200743,48765,057002-8,610,4254.45,0.23
200744,44816,005558-1,391,29106.96,0.12
200745,55106,015096-7,794,29591.7,0.25
200746,63932,021347-0,378,17635.78,0.22
200747,27100,005070-9,653,20411.16,0.42
200748,67091,022112-0,384,25062.19,0.33
200749,31949,008182-5,485,17341.41,0.4
200750,80080,015165-3,723,3049.49,0.52
200751,47744,056005-7,628,6050.31,0.25
200752,55543,078025-1,445,23707.38,0.2
200753,46187,027032-6,506,21580.0,0.38
200754,17239,009029-8,611,4956.49,0.57
200755,24489,010022-6,533,12435.82,0.68
200756,68017,033135-0,462,16672.4,0.34
200757,71877,021023-4,663,20580.05,0.38
200758,53125,008194-9,693,12774.15,0.57
200759,59922,004368-0,562,24691.94,0.19
200760,42049,029151-0,867,13169.27,0.35
200761,47131,073021-1,632,13429.48,0.6
200762,52944,071064-4,933,11938.56,0.33
200763,83963,021410-8,577,10268.16,0.59
200764,34285,024084-2,682,11277.36,0.2
200765,47626,010029-3,929,5679.25,0.37
200766,52808,034031-6,578,16963.21,0.24
200767,98464,015235-8,599,14361.26,0.46
200768,63871,023201-7,518,12272.27,0.11
200769,29198,005269-8,938,3717.68,0.37
200770,29758,021134-6,536,28978.85,0.47
200771,25254,004137-8,320,12493.73,0.37
200772,54238,005044-0,680,18520.36,0.1
200773,11252,016003-2,382,11577.16,0.11
200774,49764,089001-4,866,25773.69,0.65
200775,87709,004034-7,778,4361.7,0.68
200776,47441,029028-9,551,13940.04,0.34
200777,63682,017020-8,349,4344.48,0.43
200778,69494,021387-0,317,8732.93,0.49
200779,91317,027072-5,548,25430.02,0.32
200780,75215,025150-0,913,16368.39,0.58
200781,88587,005353-8,802,7248.65,0.28
200782,16949,009094-8,582,4587.67,0.47
200783,65393,004063-0,928,4319.04,0.34
200784,83553,004001-0,974,9926.48,0.62
200785,16941,001549-0,972,23753.8,0.64
200786,35934,005408-9,767,17399.5,0.52
200787,33386,095018-1,324,19085.37,0.36
200788,71886,011014-0,738,7006.21,0.63
200789,85745,022094-9,895,21200.91,0.41
200790,93251,008277-5,683,4406.66,0.42
200791,63413,017092-5,775,22815.26,0.6
200792,66800,029002-5,871,15133.83,0.32
200793,52318,014073-2,810,8322.83,0.14
200794,80173,005426-7,448,27400.08,0.28
200795,80390,024057-5,611,19273.29,0.55
200796,62329,001226-2,494,15287.94,0.22
200797,53088,005416-0,641,13105.21,0.14
200798,49811,021222-9,461,22738.74,0.62
200799,65479,021479-5,605,26408.13,0.3
200800,95392,021057-9,956,11267.33,0.67
200801,97369,024017-6,382,13660.76,0.34
200802,29963,008091-8,999,12516.06,0.45
200803,65123,057031-1,368,24540.92,0.44
200804,83477,078016-2,973,26137.09,0.3
200805,24388,035141-5,869,20021.87,0.49
200806,15569,024261-6,685,10012.08,0.25
200807,79836,082003-2,975,25001.96,0.3
200808,46586,033122-8,641,15958.25,0.23
200809,22015,021561-9,657,11459.44,0.46
200810,55002,003497-5,840,12733.43,0.11
200811,16254,009107-3,806,23005.05,0.1
200812,27144,021025-0,379,8934.01,0.23
200813,34214,014068-6,683,3826.24,0.51
200814,90719,005449-6,548,16932.36,0.68
200815,81774,001093-6,398,13004.49,0.27
200816,16090,021184-2,362,22607.27,0.16
200817,21637,021021-8,340,22368.45,0.14
200818,32415,055005-1,981,17738.49,0.63
200819,34071,021066-8,881,25336.55,0.24
200820,68243,033142-2,653,3940.09,0.15
200821,51240,033165-1,788,21730.86,0.59
200822,93807,022105-8,361,10117.97,0.21
200823,43434,002215-2,589,4792.56,0.12
200824,79724,002163-6,964,21577.6,0.68
200825,85697,057039-7,391,20748.52,0.1
200826,38732,003359-6,721,14350.26,0.19
200827,21314,033216-0,473,27507.89,0.37
200828,33954,023192-4,952,15331.47,0.68
200829,67108,003517-3,722,20524.88,0.11
200830,97044,022149-0,997,11954.36,0.22
200831,97505,057034-6,910,29690.48,0.61
200832,46668,025134-8,878,6651.62,0.69
200833,33061,014013-9,993,15916.68,0.7
200834,89252,008207-4,783,21886.29,0.29
200835,49749,009036-0,935,23462.03,0.56
200836,26907,024207-1,608,13075.36,0.17
200837,28777,024027-3,734,25779.36,0.29
200838,61745,001473-7,840,22330.15,0.38
200839,91818,022015-9,641,23821.51,0.38
200840,33624,033218-6,626,16209.07,0.61
200841,33321,008172-8,361,17772.77,0.29
200842,20488,016081-4,944,3889.23,0.52
200843,32574,001350-1,606,16682.68,0.12
200844,15240,023115-0,616,3446.81,0.31
200845,53221,001085-5,790,27148.85,0.5
200846,20478,035051-6,337,24143.4,0.67
200847,65645,025094-5,949,18767.07,0.61
200848,29262,009059-0,810,9493.91,0.1
200849,62796,004444-0,748,13036.58,0.64
200850,14432,009088-3,563,10614.34,0.19
200851,74291,065002-1,670,19264.62,0.45
200852,89104,003359-6,421,6511.4,0.28
200853,69399,008203-1,939,20404.16,0.23
200854,89714,014060-0,641,18982.78,0.66
200855,60428,035144-0,485,27318.21,0.56
200856,97731,021272-5,786,15181.74,0.6
200857,10302,031004-2,585,7045.32,0.68
200858,92558,003351-0,317,12315.54,0.4
200859,10055,018013-0,369,15596.24,0.21
200860,18717,001242-4,439,15270.24,0.4
200861,38699,017095-0,416,13424.02,0.59
200862,83686,021325-0,658,28872.97,0.48
200863,77661,023025-1,877,17586.43,0.46
200864,54247,024251-9,625,10790.73,0.19
200865,26748,028041-0,513,25979.1,0.35
200866,14621,008277-5,983,28711.61,0.68
200867,25034,028062-3,481,19426.58,0.2
200868,15126,024285-3,442,29540.64,0.49
200869,15122,029168-4,336,28358.64,0.52
200870,28030,017019-4,669,11500.26,0.68
200871,92838,080003-1,972,25910.21,0.26
200872,94717,001048-0,585,16417.79,0.19
200873,65658,004363-0,486,26941.2,0.7
200874,48638,015255-2,532,24471.7,0.13
200875,77067,004441-5,829,15381.13,0.48
200876,98869,033246-1,697,5367.17,0.57
200877,44674,004421-0,798,20286.64,0.41
200878,45854,022210-0,809,3092.67,0.33
200879,56271,021339-0,726,20756.06,0.5
200880,83688,021050-1,511,12273.19,0.49
200881,48518,024274-8,545,14260.17,0.32
200882,20267,009286-0,539,25469.04,0.6
200883,11062,003394-4,412,29480.01,0.48
200884,60448,009116-2,768,7116.26,0.22
200885,16229,021264-4,976,11914.17,0.56
200886,66793,009163-4,327,19165.17,0.53
200887,57915,021062-5,828,29068.67,0.32
200888,14632,033198-8,573,8628.21,0.56
200889,13596,002142-3,595,14485.82,0.63
200890,16168,004044-4,937,21674.59,0.63
200891,17561,001092-8,366,4411.24,0.27
200892,83794,021385-3,745,6187.17,0.68
200893,92152,005421-6,728,21310.39,0.15
200894,36734,008014-4,810,13087.21,0.7
200895,16371,001471-0,570,6220.3,0.2
200896,36069,015130-0,932,15445.01,0.39
200897,89905,021298-9,624,7698.57,0.65
200898,22910,018081-5,773,28406.29,0.55
200899,83479,025267-0,779,12698.32,0.67
200900,87735,021247-4,604,21012.68,0.2
200901,91264,022021-3,851,22271.89,0.37
200902,33275,005291-4,869,21194.54,0.21
200903,82274,015090-8,473,22008.1,0.32
200904,91449,009200-2,515,21326.35,0.13
200905,70004,004551-9,600,16368.08,0.64
200906,72981,021091-9,809,26481.14,0.25
200907,94659,001233-5,768,6580.64,0.16
200908,64553,008113-2,470,23224.26,0.37
200909,58447,021280-6,372,12372.6,0.58
200910,44529,016026-1,837,23384.21,0.5
200911,85703,002204-7,709,22644.85,0.68
200912,86090,004061-4,392,4917.28,0.4
200913,27260,001155-0,934,26475.15,0.47
200914,13812,001215-7,759,22760.26,0.62
200915,38024,021490-6,490,13679.88,0.18
200916,68656,008103-5,656,13798.98,0.51
200917,37285,096003-9,433,6321.09,0.42
200918,11605,029151-0,318,28965.75,0.14
200919,81158,001110-0,475,3415.58,0.38
200920,82303,024003-6,816,20771.53,0.44
200921,37139,008084-5,610,19835.53,0.46
200922,87149,011141-4,840,21713.56,0.5
200923,66138,001166-5,446,13906.84,0.35
200924,86125,011119-8,927,17322.91,0.57
200925,23918,013022-2,755,11037.17,0.13
200926,95655,025030-9,946,15882.46,0.47
200927,37446,002138-5,824,20279.41,0.31
200928,23046,007002-5,741,13126.78,0.44
200929,34818,083002-0,555,17662.72,0.54
200930,14324,083007-0,597,25603.84,0.61
200931,86323,055013-2,702,13004.16,0.14
200932,19111,003352-9,304,10162.3,0.37
200933,48110,025006-6,824,21273.28,0.69
200934,26389,033199-6,804,22898.08,0.14
200935,51427,003086-4,723,17201.72,0.22
200936,89579,017051-8,997,10996.81,0.11
200937,38746,025087-2,351,26597.21,0.55
200938,97886,033170-8,490,23756.75,0.5
200939,10117,025075-9,721,24843.8,0.58
200940,94471,001443-5,744,17697.0,0.29
200941,23234,005210-8,823,28620.02,0.21
200942,63441,011095-7,680,6614.1,0.37
200943,10846,021095-1,605,22960.14,0.17
200944,20954,051001-7,300,20449.13,0.48
200945,89239,024258-6,524,21119.32,0.55
200946,56514,004312-5,619,6579.51,0.29
200947,98236,003330-8,768,4067.95,0.34
200948,16469,089035-9,303,13337.12,0.57
200949,40105,073013-0,428,19298.44,0.5
200950,52101,004299-4,526,16937.49,0.52
200951,74323,009300-9,853,8512.5,0.25
200952,68067,029083-1,835,16419.33,0.15
200953,59376,021369-1,799,20682.36,0.36
200954,55587,004422-9,576,27834.52,0.64
200955,46976,035009-5,976,28216.09,0.52
200956,77584,021268-7,317,12733.1,0.18
200957,88477,016075-0,983,19328.27,0.3
200958,52533,024146-6,302,29083.28,0.44
200959,11828,021355-1,456,3252.86,0.54
200960,11917,001232-7,685,16249.7,0.18
200961,30618,021154-0,732,17441.08,0.32
200962,42254,005120-9,753,19019.25,0.41
200963,57362,002222-5,901,14072.21,0.43
200964,30128,035077-0,468,12875.07,0.55
200965,69383,025103-8,867,15742.06,0.53
200966,75545,024075-3,729,23866.1,0.69
200967,92180,004428-8,450,6621.1,0.35
200968,97958,003395-2,603,12697.16,0.25
200969,19865,018046-7,594,11873.51,0.24
200970,12219,008166-3,342,14099.49,0.24
200971,49809,028070-4,781,20702.97,0.23
200972,15287,077007-8,401,4829.64,0.2
200973,44387,029174-9,767,15112.56,0.39
200974,18512,017014-3,971,26329.24,0.17
200975,11342,021537-6,447,16614.49,0.14
200976,73076,001581-4,947,28964.91,0.48
200977,29216,029005-0,899,15776.83,0.21
200978,89767,087001-3,946,13869.72,0.54
200979,36614,035142-3,361,10860.3,0.32
200980,46258,025205-0,709,20542.37,0.68
200981,52078,021349-7,829,4231.94,0.5
200982,93524,023171-1,529,27508.5,0.59
200983,22219,016035-0,794,19864.42,0.39
200984,10235,003374-0,996,11170.5,0.62
200985,52929,018062-9,468,25190.24,0.7
200986,77444,011161-9,482,24634.88,0.58
200987,18567,078020-0,759,17119.23,0.53
200988,80792,021351-9,349,4794.76,0.22
200989,75441,023147-9,835,18528.33,0.21
200990,94555,021121-4,307,12919.2,0.5
200991,83698,011021-3,308,17875.96,0.47
200992,15415,021138-9,574,12931.55,0.34
200993,46159,024153-9,353,15066.11,0.19
200994,53925,035174-1,414,10572.67,0.35
200995,15951,004202-1,873,17630.79,0.61
200996,97388,004025-8,939,17849.94,0.35
200997,18007,001163-0,443,21060.37,0.25
200998,51832,020022-0,397,5292.82,0.56
200999,68596,005209-4,492,12759.06,0.35
201000,40523,003235-2,679,28118.94,0.14
201001,98861,035102-4,424,28063.37,0.54
201002,96740,004555-1,794,29947.49,0.63
201003,25524,017086-0,639,24630.03,0.46
201004,29282,014045-7,989,12594.49,0.14
201005,33930,002228-4,680,4973.72,0.41
201006,10077,011133-3,455,21285.54,0.49
201007,30611,078027-8,839,23122.53,0.33
201008,26984,004358-3,512,14510.48,0.27
201009,24060,302004-5,529,13937.38,0.58
201010,92985,002005-2,502,23273.34,0.53
201011,94056,009302-5,567,8202.89,0.41
201012,53303,024050-8,999,22653.67,0.37
201013,69207,024234-9,436,19607.75,0.2
201014,85046,005272-8,921,28584.83,0.13
201015,39287,001140-1,431,7178.96,0.62
201016,49711,035148-2,506,27558.57,0.43
201017,21954,005087-3,975,11109.8,0.17
201018,83340,033112-0,501,13058.05,0.58
201019,82101,022126-0,341,18729.02,0.47
201020,81520,029132-3,825,27893.47,0.62
201021,97062,011198-8,474,29805.02,0.41
201022,28574,029026-2,687,12699.71,0.2
201023,19184,001535-0,463,28679.21,0.34
201024,29096,001403-6,722,12680.93,0.44
201025,77728,004054-1,469,18879.26,0.12
201026,44016,004339-7,853,21259.57,0.48
201027,21246,025078-3,563,11939.68,0.31
201028,55558,017076-3,529,12797.96,0.19
201029,28381,005373-2,423,13843.88,0.23
201030,46455,015177-7,810,23608.89,0.45
201031,14018,003230-1,925,29463.95,0.6
201032,21302,001540-7,724,9397.29,0.23
201033,77506,080025-2,763,6134.58,0.33
201034,51157,005440-2,838,17302.1,0.39
201035,64917,029135-8,856,14201.71,0.15
201036,93122,008140-0,518,8463.32,0.11
201037,34519,008234-1,438,21310.16,0.15
201038,97487,008213-9,539,19785.52,0.53
201039,66819,003127-5,736,28651.64,0.32
201040,90910,024215-2,327,11138.59,0.36
201041,81324,004396-6,822,25807.0,0.65
201042,15408,003176-3,479,17595.29,0.65
201043,69379,009236-3,639,7706.71,0.52
201044,35053,015147-5,844,24755.13,0.49
201045,19446,005241-8,565,25877.14,0.68
201046,10922,028070-4,786,9530.45,0.61
201047,61356,035081-8,984,29072.93,0.56
201048,20789,055023-0,475,9745.42,0.13
201049,76656,017006-2,942,3394.26,0.19
201050,54028,025119-4,944,26801.59,0.42
201051,74484,001482-6,529,12572.53,0.16
201052,42154,009157-0,812,28969.34,0.59
201053,92870,005222-1,463,15393.93,0.5
201054,12336,005061-0,468,5788.63,0.48
201055,77779,071037-7,773,5244.07,0.6
201056,29029,011151-1,525,12353.96,0.67
201057,69201,008004-7,408,15423.51,0.4
201058,42265,009110-3,507,10453.21,0.11
201059,53872,004171-8,771,26247.1,0.28
201060,56197,089046-4,783,6367.91,0.34
201061,65180,023164-9,802,18208.68,0.57
201062,33710,022082-5,620,20841.44,0.58
201063,39486,004222-6,661,17461.63,0.13
201064,81907,021059-5,947,20374.22,0.33
201065,81895,005438-0,959,6709.92,0.24
201066,74435,021039-0,803,23386.42,0.16
201067,50631,087001-3,393,23175.49,0.4
201068,30103,080035-0,605,23447.98,0.53
201069,74772,001534-2,856,11281.13,0.68
201070,24382,005297-3,856,28800.34,0.55
201071,94291,021039-0,730,11235.93,0.52
201072,13756,004515-2,967,8739.18,0.37
201073,30609,021570-8,582,20745.59,0.51
201074,26478,023084-7,737,5430.03,0.59
201075,49666,009188-0,848,28542.96,0.19
201076,85683,019005-5,446,29966.54,0.55
201077,81315,023067-7,736,29293.32,0.35
201078,87834,021352-7,661,26211.34,0.21
201079,24153,025203-4,596,8789.24,0.18
201080,86325,023027-8,401,29939.71,0.62
201081,22999,029140-4,431,6487.76,0.56
201082,65318,077002-7,750,6803.46,0.35
201083,10814,021545-7,674,17802.07,0.25
201084,86077,033169-4,374,27077.53,0.18
201085,12443,025293-0,344,16291.17,0.42
201086,85993,021448-5,711,18795.41,0.47
201087,85916,001362-5,787,19760.8,0.12
201088,83319,304010-0,623,28130.05,0.6
201089,27368,021381-0,466,15335.23,0.32
201090,25328,010012-9,686,17239.89,0.19
201091,66942,002067-2,845,23897.05,0.29
201092,37306,008289-9,512,5653.07,0.34
201093,95451,033223-2,836,19424.87,0.41
201094,49915,080009-0,366,6076.3,0.51
201095,47219,035024-9,508,7654.44,0.13
201096,90879,021078-1,809,14376.52,0.11
201097,74644,008193-0,898,26652.26,0.1
201098,70279,065004-8,444,11448.73,0.58
201099,63028,001354-4,896,9175.21,0.67
201100,10126,073010-6,762,27059.95,0.47
201101,62329,022125-2,414,8868.57,0.63
201102,37632,003435-5,609,4153.73,0.22
201103,75310,021484-1,962,9156.56,0.54
201104,65176,021477-9,376,20494.38,0.28
201105,96066,003363-4,683,12997.2,0.18
201106,54327,016042-3,870,12916.92,0.43
201107,78904,003435-5,314,20259.16,0.33
201108,13797,025059-7,480,24718.62,0.58
201109,57882,089016-2,964,14989.9,0.21
201110,23718,071015-6,665,4087.67,0.36
201111,44560,033248-8,738,21993.75,0.39
201112,86589,014054-6,616,23782.42,0.59
201113,32116,003504-1,994,5395.93,0.3
201114,46244,005198-5,632,8614.1,0.38
201115,11645,065005-6,621,11776.68,0.22
201116,57523,001234-3,988,17065.19,0.47
201117,29256,055021-3,409,3455.85,0.3
201118,63173,022120-1,829,3106.62,0.29
201119,47430,056002-2,653,6970.9,0.6
201120,49282,071009-1,607,23386.81,0.54
201121,73374,003302-2,461,21103.57,0.38
201122,78244,008304-6,939,12615.1,0.32
201123,21694,017054-2,704,25427.32,0.7
201124,66264,004282-0,982,5043.32,0.46
201125,85060,021155-9,756,15902.02,0.6
201126,67545,005492-5,437,13229.65,0.39
201127,49224,011109-0,333,14104.05,0.43
201128,23224,009212-6,505,23732.11,0.21
201129,50738,001384-6,863,18645.56,0.7
201130,35150,055023-0,747,5732.26,0.38
201131,73731,023047-2,563,3959.27,0.68
201132,59688,009220-7,716,12100.08,0.49
201133,83509,025340-5,397,26454.62,0.47
201134,18577,073024-6,443,4280.21,0.55
201135,18070,001229-7,658,24993.07,0.12
201136,18666,015213-7,838,17496.31,0.37
